lng,lat
-70.75937675353535,-33.51621293333333
-70.75937675353535,-33.513462266666664
-70.75937675353535,-33.513462266666664
-70.75937675353535,-33.5107116
-70.75937675353535,-33.5107116
-70.75937675353535,-33.49695826666667
-70.75566256161615,-33.51621293333333
-70.75566256161615,-33.513462266666664
-70.75566256161615,-33.49695826666667
-70.75566256161615,-33.4942076
-70.75194836969695,-33.4942076
-70.75194836969695,-33.49145693333333
-70.75194836969695,-33.48870626666667
-70.75194836969695,-33.485955600000004
-70.75194836969695,-33.48320493333333
-70.74823417777776,-33.49145693333333
-70.74823417777776,-33.48870626666667
-70.74823417777776,-33.485955600000004
-70.74823417777776,-33.48320493333333
-70.74823417777776,-33.48320493333333
-70.74823417777776,-33.48045426666667
-70.74823417777776,-33.477703600000005
-70.74451998585859,-33.48870626666667
-70.74451998585859,-33.485955600000004
-70.74451998585859,-33.48320493333333
-70.74451998585859,-33.48320493333333
-70.74451998585859,-33.48045426666667
-70.74451998585859,-33.48045426666667
-70.74451998585859,-33.477703600000005
-70.74451998585859,-33.47495293333333
-70.74080579393939,-33.485955600000004
-70.74080579393939,-33.48320493333333
-70.74080579393939,-33.48045426666667
-70.74080579393939,-33.48045426666667
-70.74080579393939,-33.477703600000005
-70.74080579393939,-33.47495293333333
-70.74080579393939,-33.44744626666667
-70.74080579393939,-33.4446956
-70.74080579393939,-33.4446956
-70.7370916020202,-33.48045426666667
-70.7370916020202,-33.477703600000005
-70.7370916020202,-33.47495293333333
-70.7370916020202,-33.47220226666667
-70.7370916020202,-33.46119960000001
-70.73337741010101,-33.47495293333333
-70.73337741010101,-33.47220226666667
-70.73337741010101,-33.4694516
-70.72966321818181,-33.4446956
-70.72966321818181,-33.44194493333333
-70.72594902626263,-33.463950266666664
-70.72594902626263,-33.46119960000001
-70.72594902626263,-33.45844893333334
-70.72594902626263,-33.45844893333334
-70.72594902626263,-33.455698266666666
-70.72594902626263,-33.455698266666666
-70.72594902626263,-33.4529476
-70.72594902626263,-33.4529476
-70.72594902626263,-33.45019693333333
-70.72594902626263,-33.44744626666667
-70.72594902626263,-33.44744626666667
-70.72594902626263,-33.4446956
-70.72594902626263,-33.4446956
-70.72594902626263,-33.4446956
-70.72594902626263,-33.4446956
-70.72594902626263,-33.44194493333333
-70.72594902626263,-33.44194493333333
-70.72594902626263,-33.43919426666667
-70.72223483434342,-33.463950266666664
-70.72223483434342,-33.46119960000001
-70.72223483434342,-33.46119960000001
-70.72223483434342,-33.46119960000001
-70.72223483434342,-33.45844893333334
-70.72223483434342,-33.45844893333334
-70.72223483434342,-33.45844893333334
-70.72223483434342,-33.45844893333334
-70.72223483434342,-33.455698266666666
-70.72223483434342,-33.455698266666666
-70.72223483434342,-33.455698266666666
-70.72223483434342,-33.455698266666666
-70.72223483434342,-33.4529476
-70.72223483434342,-33.4529476
-70.72223483434342,-33.4529476
-70.72223483434342,-33.45019693333333
-70.72223483434342,-33.45019693333333
-70.72223483434342,-33.45019693333333
-70.72223483434342,-33.44744626666667
-70.72223483434342,-33.44744626666667
-70.72223483434342,-33.44744626666667
-70.72223483434342,-33.44744626666667
-70.72223483434342,-33.4446956
-70.72223483434342,-33.4446956
-70.72223483434342,-33.4446956
-70.72223483434342,-33.4446956
-70.72223483434342,-33.4446956
-70.72223483434342,-33.4446956
-70.72223483434342,-33.44194493333333
-70.72223483434342,-33.44194493333333
-70.72223483434342,-33.44194493333333
-70.71852064242422,-33.463950266666664
-70.71852064242422,-33.46119960000001
-70.71852064242422,-33.46119960000001
-70.71852064242422,-33.46119960000001
-70.71852064242422,-33.46119960000001
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.45844893333334
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.455698266666666
-70.71852064242422,-33.4529476
-70.71852064242422,-33.4529476
-70.71852064242422,-33.4529476
-70.71852064242422,-33.4529476
-70.71852064242422,-33.45019693333333
-70.71852064242422,-33.45019693333333
-70.71852064242422,-33.44744626666667
-70.71852064242422,-33.44744626666667
-70.71852064242422,-33.4446956
-70.71852064242422,-33.4446956
-70.71852064242422,-33.44194493333333
-70.71852064242422,-33.44194493333333
-70.71852064242422,-33.43919426666667
-70.71480645050505,-33.46119960000001
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.45844893333334
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.455698266666666
-70.71480645050505,-33.4529476
-70.71480645050505,-33.4529476
-70.71480645050505,-33.4446956
-70.71480645050505,-33.44194493333333
-70.71109225858585,-33.46670093333333
-70.71109225858585,-33.463950266666664
-70.71109225858585,-33.46119960000001
-70.71109225858585,-33.46119960000001
-70.71109225858585,-33.46119960000001
-70.71109225858585,-33.45844893333334
-70.71109225858585,-33.45844893333334
-70.71109225858585,-33.45844893333334
-70.71109225858585,-33.45844893333334
-70.71109225858585,-33.45844893333334
-70.71109225858585,-33.455698266666666
-70.71109225858585,-33.455698266666666
-70.70737806666666,-33.46670093333333
-70.70737806666666,-33.463950266666664
-70.70737806666666,-33.463950266666664
-70.70737806666666,-33.463950266666664
-70.70737806666666,-33.46119960000001
-70.70737806666666,-33.46119960000001
-70.70737806666666,-33.46119960000001
-70.70737806666666,-33.46119960000001
-70.70737806666666,-33.46119960000001
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.45844893333334
-70.70737806666666,-33.455698266666666
-70.70737806666666,-33.455698266666666
-70.70737806666666,-33.44194493333333
-70.70737806666666,-33.43919426666667
-70.70366387474749,-33.46670093333333
-70.70366387474749,-33.463950266666664
-70.70366387474749,-33.463950266666664
-70.70366387474749,-33.46119960000001
-70.70366387474749,-33.46119960000001
-70.70366387474749,-33.46119960000001
-70.70366387474749,-33.46119960000001
-70.70366387474749,-33.45844893333334
-70.70366387474749,-33.45844893333334
-70.70366387474749,-33.45844893333334
-70.70366387474749,-33.45844893333334
-70.70366387474749,-33.45844893333334
-70.69994968282829,-33.463950266666664
-70.69994968282829,-33.46119960000001
-70.69994968282829,-33.46119960000001
-70.69994968282829,-33.45844893333334
-70.69994968282829,-33.45844893333334
-70.69994968282829,-33.45844893333334
-70.69994968282829,-33.45844893333334
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.455698266666666
-70.69994968282829,-33.4529476
-70.69994968282829,-33.4529476
-70.69623549090909,-33.52171426666667
-70.69623549090909,-33.5189636
-70.69623549090909,-33.51621293333333
-70.69623549090909,-33.513462266666664
-70.69623549090909,-33.45844893333334
-70.69623549090909,-33.45844893333334
-70.69623549090909,-33.45844893333334
-70.69623549090909,-33.455698266666666
-70.69623549090909,-33.455698266666666
-70.69623549090909,-33.455698266666666
-70.69623549090909,-33.455698266666666
-70.69623549090909,-33.4529476
-70.69623549090909,-33.4529476
-70.6925212989899,-33.5189636
-70.6925212989899,-33.5189636
-70.6925212989899,-33.51621293333333
-70.6925212989899,-33.513462266666664
-70.6925212989899,-33.45844893333334
-70.6925212989899,-33.45844893333334
-70.6925212989899,-33.45844893333334
-70.6925212989899,-33.45844893333334
-70.6925212989899,-33.45844893333334
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.455698266666666
-70.6925212989899,-33.4529476
-70.6925212989899,-33.4529476
-70.6925212989899,-33.45019693333333
-70.6925212989899,-33.45019693333333
-70.6925212989899,-33.45019693333333
-70.6925212989899,-33.43919426666667
-70.6925212989899,-33.4364436
-70.6888071070707,-33.5189636
-70.6888071070707,-33.51621293333333
-70.6888071070707,-33.513462266666664
-70.6888071070707,-33.463950266666664
-70.6888071070707,-33.46119960000001
-70.6888071070707,-33.46119960000001
-70.6888071070707,-33.46119960000001
-70.6888071070707,-33.46119960000001
-70.6888071070707,-33.46119960000001
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.45844893333334
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.455698266666666
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.4529476
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.45019693333333
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.44744626666667
-70.6888071070707,-33.4446956
-70.6888071070707,-33.4446956
-70.6888071070707,-33.44194493333333
-70.6888071070707,-33.43919426666667
-70.6888071070707,-33.4364436
-70.68509291515151,-33.463950266666664
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.46119960000001
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.45844893333334
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.455698266666666
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.4529476
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.45019693333333
-70.68509291515151,-33.44744626666667
-70.68509291515151,-33.44744626666667
-70.68509291515151,-33.44744626666667
-70.68509291515151,-33.44744626666667
-70.68509291515151,-33.44744626666667
-70.68509291515151,-33.4446956
-70.68509291515151,-33.4446956
-70.68509291515151,-33.44194493333333
-70.68509291515151,-33.43919426666667
-70.68509291515151,-33.4364436
-70.68137872323231,-33.46670093333333
-70.68137872323231,-33.463950266666664
-70.68137872323231,-33.463950266666664
-70.68137872323231,-33.463950266666664
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.46119960000001
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.45844893333334
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.455698266666666
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.4529476
-70.68137872323231,-33.44194493333333
-70.68137872323231,-33.43919426666667
-70.67766453131313,-33.46670093333333
-70.67766453131313,-33.463950266666664
-70.67766453131313,-33.463950266666664
-70.67766453131313,-33.463950266666664
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.46119960000001
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.45844893333334
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.455698266666666
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
-70.67766453131313,-33.4529476
